-2.2276232,1.3510183,3.4048866
-2.1856754,1.1530379,3.3912404
-2.1370875,0.9775579,3.6773298
-2.0774839,0.7763007,3.9066678
-2.0056162,0.5947434,3.6297718
-1.9092746,0.4113058,3.3392734
-1.7929092,0.2468790,3.0788192
-1.6532087,0.1076911,2.9954172
-1.4817102,0.0028234,2.9835075
-1.2936992,-0.0516412,2.9715501
-1.0980614,-0.0583916,2.9628304
-0.8961469,-0.0369866,3.2897392
-0.7006199,-0.0073290,3.5846970
-0.5019624,0.0245028,3.8550616
-0.3051685,0.0534301,4.1057103
-0.1067446,0.0778725,4.3400751
0.0917888,0.0961658,4.5606811
0.2910419,0.1068849,4.7694513
0.4902823,0.1084961,4.9187834
0.6893538,0.0997140,4.6630526
0.8875649,0.0795070,4.3947929
1.0832893,0.0479067,4.0898525
1.2802310,0.0052895,3.6930414
1.4777269,-0.0435852,3.1532770
1.6720379,-0.0793302,2.8579526
1.8704418,-0.0787382,2.7681568
2.0592326,-0.0242813,2.7571507
2.2209386,0.0817453,2.7461005
2.3572659,0.2281961,2.9396532
2.4665753,0.4004577,3.2047735
2.5483146,0.5828049,3.4704248
2.6117174,0.7716643,3.7498994
2.6656901,0.9778445,4.0079297
2.6990115,1.1663073,4.0193995
2.7056961,1.3729475,4.0032904
2.6974818,1.5558834,4.1762138
2.6956285,1.7567081,4.1691415
2.6795644,1.9457917,3.9669923
2.6414058,2.1501309,3.7558386
2.5820891,2.3394411,3.6109935
2.4935090,2.5217600,3.5469893
2.3762647,2.6832952,3.4822283
2.2320940,2.8200563,3.4683831
2.0652507,2.9262954,3.4544824
1.8801734,3.0041890,3.5481923
1.6910990,3.0551720,3.7274277
1.4920357,3.0863857,3.9453497
1.2946208,3.1001877,4.1899293
1.0948333,3.1012430,4.4191983
0.8939565,3.0930136,4.6354428
0.6956199,3.0790889,4.8404218
0.4954877,3.0624520,5.0355236
0.2966144,3.0461410,5.2218674
0.0976362,3.0314242,5.4003712
-0.1014364,3.0191881,5.5717997
-0.3004997,3.0102325,5.3586532
-0.5000829,3.0051949,4.9863625
-0.6985439,3.0046003,4.5848334
-0.8979062,3.0082226,4.1190799
-1.1000718,3.0156185,3.5620111
-1.3040665,3.0206646,3.1076006
-1.4990802,3.0065538,2.9154887
-1.6868527,2.9523752,2.9038968
-1.8538031,2.8487032,2.8922585
-1.9884372,2.7038310,2.9187244
-2.0899418,2.5338088,3.1128787
-2.1632992,2.3434638,3.3441487
-2.2050624,2.1448903,3.5024252
-2.2227938,1.9458507,3.7516607
-2.2296631,1.7441257,4.0095645
-2.2335626,1.5278464,4.2499699
-2.2276232,1.3510183,3.4048866
